values,Int_long,Int_lat,Int_depth
35.8200405,110.5,-69.5,0
36.23529781,115.5,-69.5,0
36.65055512,120.5,-69.5,0
37.06581243,125.5,-69.5,0
37.13801574,130.5,-69.5,0
36.21718724,135.5,-69.5,0
35.88397598,140.5,-69.5,0
35.21765772,145.5,-69.5,0
35.14673106,150.5,-69.5,0
33.28954391,155.5,-69.5,0
30.40972519,160.5,-69.5,0
30.4073391,165.5,-69.5,0
30.08340073,170.5,-69.5,0
30.13764954,175.5,-69.5,0
30.51854515,180.5,-69.5,0
31.22579575,185.5,-69.5,0
31.17392921,190.5,-69.5,0
31.48609161,195.5,-69.5,0
31.81633759,200.5,-69.5,0
32.79072952,205.5,-69.5,0
33.21425247,210.5,-69.5,0
32.33555222,215.5,-69.5,0
31.20483398,220.5,-69.5,0
31.41867828,225.5,-69.5,0
32.35146332,230.5,-69.5,0
31.90666199,235.5,-69.5,0
31.81101227,240.5,-69.5,0
32.77817917,245.5,-69.5,0
33.79092026,250.5,-69.5,0
34.12045288,255.5,-69.5,0
34.2171669,260.5,-69.5,0
34.99002457,265.5,-69.5,0
36.76931381,270.5,-69.5,0
36.91015244,275.5,-69.5,0
34.02784348,280.5,-69.5,0
31.45167542,285.5,-69.5,0
39.23175066,290.5,-69.5,0
40.97960194,295.5,-69.5,0
32.45241928,300.5,-69.5,0
29.33433723,305.5,-69.5,0
28.05251503,310.5,-69.5,0
29.23676682,315.5,-69.5,0
31.18951607,320.5,-69.5,0
32.80792618,325.5,-69.5,0
33.78497696,330.5,-69.5,0
34.22238159,335.5,-69.5,0
34.18464661,340.5,-69.5,0
34.00258636,345.5,-69.5,0
34.18199921,350.5,-69.5,0
34.57979202,355.5,-69.5,0
34.99938965,360.5,-69.5,0
35.54482269,365.5,-69.5,0
36.0943222,370.5,-69.5,0
36.27687073,375.5,-69.5,0
38.3782692,-19.5,-64.5,0
39.10232162,-14.5,-64.5,0
38.29881668,-9.5,-64.5,0
37.32082367,-4.5,-64.5,0
37.44470596,0.5,-64.5,0
37.8699646,5.5,-64.5,0
38.03771591,10.5,-64.5,0
37.91529465,15.5,-64.5,0
37.89766409,20.5,-64.5,0
37.91832733,25.5,-64.5,0
37.24092484,30.5,-64.5,0
35.79367065,35.5,-64.5,0
35.24768448,40.5,-64.5,0
35.23790741,45.5,-64.5,0
34.68395996,50.5,-64.5,0
35.15670395,55.5,-64.5,0
35.83835983,60.5,-64.5,0
35.89646149,65.5,-64.5,0
35.4587059,70.5,-64.5,0
34.90485382,75.5,-64.5,0
35.25785446,80.5,-64.5,0
35.09906769,85.5,-64.5,0
34.1405983,90.5,-64.5,0
34.40031052,95.5,-64.5,0
35.22526932,100.5,-64.5,0
35.77569199,105.5,-64.5,0
36.19522095,110.5,-64.5,0
35.57277298,115.5,-64.5,0
34.50275421,120.5,-64.5,0
33.71576309,125.5,-64.5,0
34.29011154,130.5,-64.5,0
33.00345993,135.5,-64.5,0
32.80303192,140.5,-64.5,0
32.99110794,145.5,-64.5,0
32.70328522,150.5,-64.5,0
32.308815,155.5,-64.5,0
32.93260956,160.5,-64.5,0
35.93753815,165.5,-64.5,0
37.6536293,170.5,-64.5,0
35.62306595,175.5,-64.5,0
36.38603592,180.5,-64.5,0
37.70572281,185.5,-64.5,0
36.39228439,190.5,-64.5,0
35.70664215,195.5,-64.5,0
35.44855118,200.5,-64.5,0
35.77420807,205.5,-64.5,0
35.8240242,210.5,-64.5,0
36.27013397,215.5,-64.5,0
36.41290283,220.5,-64.5,0
37.16567993,225.5,-64.5,0
38.0527153,230.5,-64.5,0
37.60842133,235.5,-64.5,0
37.25982285,240.5,-64.5,0
38.69497681,245.5,-64.5,0
40.55291367,250.5,-64.5,0
41.569664,255.5,-64.5,0
40.17453766,260.5,-64.5,0
39.07833099,265.5,-64.5,0
41.69023895,270.5,-64.5,0
41.08813095,275.5,-64.5,0
37.96896362,280.5,-64.5,0
37.38391113,285.5,-64.5,0
42.06937027,290.5,-64.5,0
44.65412521,295.5,-64.5,0
35.25982475,300.5,-64.5,0
29.23250389,305.5,-64.5,0
29.74253654,310.5,-64.5,0
32.39741898,315.5,-64.5,0
34.45032883,320.5,-64.5,0
35.31795502,325.5,-64.5,0
35.70856857,330.5,-64.5,0
36.86487579,335.5,-64.5,0
38.3782692,340.5,-64.5,0
39.10232162,345.5,-64.5,0
38.29881668,350.5,-64.5,0
37.32082367,355.5,-64.5,0
37.44470596,360.5,-64.5,0
37.8699646,365.5,-64.5,0
38.03771591,370.5,-64.5,0
37.91529465,375.5,-64.5,0
42.56441116,-19.5,-59.5,0
41.84529495,-14.5,-59.5,0
40.28807831,-9.5,-59.5,0
38.5173111,-4.5,-59.5,0
37.8563652,0.5,-59.5,0
37.25183868,5.5,-59.5,0
37.36568451,10.5,-59.5,0
38.70204544,15.5,-59.5,0
38.697704,20.5,-59.5,0
39.01854324,25.5,-59.5,0
42.17066574,30.5,-59.5,0
42.32300568,35.5,-59.5,0
40.64225769,40.5,-59.5,0
38.3911171,45.5,-59.5,0
36.49724579,50.5,-59.5,0
35.54145813,55.5,-59.5,0
35.45676422,60.5,-59.5,0
35.68999863,65.5,-59.5,0
36.58022308,70.5,-59.5,0
37.56692123,75.5,-59.5,0
37.63776016,80.5,-59.5,0
36.95740128,85.5,-59.5,0
35.48849106,90.5,-59.5,0
34.98368073,95.5,-59.5,0
35.48698807,100.5,-59.5,0
36.07025909,105.5,-59.5,0
37.86811829,110.5,-59.5,0
39.54318237,115.5,-59.5,0
41.71266937,120.5,-59.5,0
43.50815201,125.5,-59.5,0
43.71384048,130.5,-59.5,0
41.29209137,135.5,-59.5,0
39.25944138,140.5,-59.5,0
37.77932739,145.5,-59.5,0
36.3543129,150.5,-59.5,0
36.3023262,155.5,-59.5,0
38.39595795,160.5,-59.5,0
41.44314957,165.5,-59.5,0
43.79990387,170.5,-59.5,0
45.0148201,175.5,-59.5,0
46.39151382,180.5,-59.5,0
46.35079193,185.5,-59.5,0
44.59358978,190.5,-59.5,0
42.93865967,195.5,-59.5,0
41.60372925,200.5,-59.5,0
40.82443619,205.5,-59.5,0
40.53936005,210.5,-59.5,0
41.06536484,215.5,-59.5,0
42.15427017,220.5,-59.5,0
43.06763458,225.5,-59.5,0
43.48859024,230.5,-59.5,0
43.66063309,235.5,-59.5,0
43.97428131,240.5,-59.5,0
44.49658585,245.5,-59.5,0
44.82527542,250.5,-59.5,0
44.03469086,255.5,-59.5,0
41.39769363,260.5,-59.5,0
40.08545303,265.5,-59.5,0
41.85415649,270.5,-59.5,0
40.39048386,275.5,-59.5,0
38.6950531,280.5,-59.5,0
39.7326088,285.5,-59.5,0
42.8613205,290.5,-59.5,0
44.90870285,295.5,-59.5,0
38.06723022,300.5,-59.5,0
35.12195969,305.5,-59.5,0
35.0316658,310.5,-59.5,0
34.38871002,315.5,-59.5,0
35.45370483,320.5,-59.5,0
37.19194412,325.5,-59.5,0
39.8576355,330.5,-59.5,0
41.94412231,335.5,-59.5,0
42.56441116,340.5,-59.5,0
41.84529495,345.5,-59.5,0
40.28807831,350.5,-59.5,0
38.5173111,355.5,-59.5,0
37.8563652,360.5,-59.5,0
37.25183868,365.5,-59.5,0
37.36568451,370.5,-59.5,0
38.70204544,375.5,-59.5,0
45.47189713,-19.5,-54.5,0
44.38264465,-14.5,-54.5,0
42.74132156,-9.5,-54.5,0
40.04858398,-4.5,-54.5,0
38.47707367,0.5,-54.5,0
37.82107544,5.5,-54.5,0
38.41656876,10.5,-54.5,0
40.3018837,15.5,-54.5,0
40.05360097,20.5,-54.5,0
41.04490662,25.5,-54.5,0
41.84492874,30.5,-54.5,0
43.16970062,35.5,-54.5,0
43.05987167,40.5,-54.5,0
42.6182785,45.5,-54.5,0
42.03149033,50.5,-54.5,0
41.0425148,55.5,-54.5,0
39.62537384,60.5,-54.5,0
38.83213806,65.5,-54.5,0
39.54563141,70.5,-54.5,0
40.14358902,75.5,-54.5,0
40.25262451,80.5,-54.5,0
40.22118378,85.5,-54.5,0
40.36661911,90.5,-54.5,0
41.22929764,95.5,-54.5,0
42.60383224,100.5,-54.5,0
43.40900421,105.5,-54.5,0
43.02470016,110.5,-54.5,0
42.74019623,115.5,-54.5,0
43.50832367,120.5,-54.5,0
44.30817413,125.5,-54.5,0
44.23130035,130.5,-54.5,0
43.14711761,135.5,-54.5,0
41.93666458,140.5,-54.5,0
42.1788559,145.5,-54.5,0
42.71968079,150.5,-54.5,0
43.50710297,155.5,-54.5,0
44.54992294,160.5,-54.5,0
46.09766769,165.5,-54.5,0
48.04139328,170.5,-54.5,0
50.69014359,175.5,-54.5,0
52.97386932,180.5,-54.5,0
50.32575226,185.5,-54.5,0
48.00418472,190.5,-54.5,0
47.48042679,195.5,-54.5,0
46.22574997,200.5,-54.5,0
44.84300613,205.5,-54.5,0
44.11721802,210.5,-54.5,0
44.26646423,215.5,-54.5,0
45.21646118,220.5,-54.5,0
46.51038361,225.5,-54.5,0
47.5667038,230.5,-54.5,0
47.92589569,235.5,-54.5,0
47.93212891,240.5,-54.5,0
48.03844833,245.5,-54.5,0
48.14333725,250.5,-54.5,0
48.30105591,255.5,-54.5,0
47.10747528,260.5,-54.5,0
44.45119095,265.5,-54.5,0
43.93851089,270.5,-54.5,0
43.72574234,275.5,-54.5,0
44.02219009,280.5,-54.5,0
44.14893341,285.5,-54.5,0
46.07954534,290.5,-54.5,0
48.06854248,295.5,-54.5,0
43.24179459,300.5,-54.5,0
42.8195343,305.5,-54.5,0
43.67950821,310.5,-54.5,0
43.99850464,315.5,-54.5,0
44.2973938,320.5,-54.5,0
44.21500015,325.5,-54.5,0
44.99546814,330.5,-54.5,0
45.6006279,335.5,-54.5,0
45.47189713,340.5,-54.5,0
44.38264465,345.5,-54.5,0
42.74132156,350.5,-54.5,0
40.04858398,355.5,-54.5,0
38.47707367,360.5,-54.5,0
37.82107544,365.5,-54.5,0
38.41656876,370.5,-54.5,0
40.3018837,375.5,-54.5,0
47.36467361,-19.5,-49.5,0
45.55685425,-14.5,-49.5,0
43.1668129,-9.5,-49.5,0
41.74615479,-4.5,-49.5,0
41.44499588,0.5,-49.5,0
41.06027222,5.5,-49.5,0
42.1067276,10.5,-49.5,0
45.15078354,15.5,-49.5,0
44.43746945,20.5,-49.5,0
45.06570816,25.5,-49.5,0
46.44724655,30.5,-49.5,0
45.89849091,35.5,-49.5,0
46.17895126,40.5,-49.5,0
46.97306824,45.5,-49.5,0
48.17462921,50.5,-49.5,0
48.41167831,55.5,-49.5,0
48.1314621,60.5,-49.5,0
46.2090416,65.5,-49.5,0
43.04900742,70.5,-49.5,0
43.61008072,75.5,-49.5,0
43.61602783,80.5,-49.5,0
44.30094528,85.5,-49.5,0
44.89751053,90.5,-49.5,0
45.97739029,95.5,-49.5,0
47.00341034,100.5,-49.5,0
47.2240715,105.5,-49.5,0
46.41040039,110.5,-49.5,0
45.54462814,115.5,-49.5,0
45.55574799,120.5,-49.5,0
46.10997391,125.5,-49.5,0
46.6997757,130.5,-49.5,0
47.16666412,135.5,-49.5,0
47.41861343,140.5,-49.5,0
47.68464279,145.5,-49.5,0
48.91057205,150.5,-49.5,0
50.41773224,155.5,-49.5,0
50.39364243,160.5,-49.5,0
50.65566635,165.5,-49.5,0
51.22668839,170.5,-49.5,0
51.82421875,175.5,-49.5,0
52.25908279,180.5,-49.5,0
53.2322998,185.5,-49.5,0
54.55438995,190.5,-49.5,0
53.20144653,195.5,-49.5,0
51.15625,200.5,-49.5,0
49.40201187,205.5,-49.5,0
48.58860016,210.5,-49.5,0
48.51512527,215.5,-49.5,0
48.96957016,220.5,-49.5,0
49.53697586,225.5,-49.5,0
49.99344635,230.5,-49.5,0
49.93562698,235.5,-49.5,0
50.11458588,240.5,-49.5,0
50.5232811,245.5,-49.5,0
50.86686707,250.5,-49.5,0
50.80800247,255.5,-49.5,0
49.72616196,260.5,-49.5,0
47.95643234,265.5,-49.5,0
47.57376099,270.5,-49.5,0
49.18241882,275.5,-49.5,0
48.82836151,280.5,-49.5,0
46.62357966,285.5,-49.5,0
48.92598089,290.5,-49.5,0
51.22838211,295.5,-49.5,0
50.81175995,300.5,-49.5,0
51.87526321,305.5,-49.5,0
51.94776154,310.5,-49.5,0
49.97719574,315.5,-49.5,0
48.21096802,320.5,-49.5,0
48.38404465,325.5,-49.5,0
48.53706741,330.5,-49.5,0
48.37014771,335.5,-49.5,0
47.36467361,340.5,-49.5,0
45.55685425,345.5,-49.5,0
43.1668129,350.5,-49.5,0
41.74615479,355.5,-49.5,0
41.44499588,360.5,-49.5,0
41.06027222,365.5,-49.5,0
42.1067276,370.5,-49.5,0
45.15078354,375.5,-49.5,0
52.69907379,-19.5,-44.5,0
51.71823502,-14.5,-44.5,0
50.93112183,-9.5,-44.5,0
49.64062881,-4.5,-44.5,0
48.37371445,0.5,-44.5,0
46.90167999,5.5,-44.5,0
49.527668,10.5,-44.5,0
52.28805542,15.5,-44.5,0
51.81109931,20.5,-44.5,0
51.58815765,25.5,-44.5,0
51.79496384,30.5,-44.5,0
51.65519333,35.5,-44.5,0
49.91437149,40.5,-44.5,0
47.96238708,45.5,-44.5,0
48.61871338,50.5,-44.5,0
47.41570663,55.5,-44.5,0
47.01251221,60.5,-44.5,0
